name,target,sample_type,binder_len,energy,boltz_ipsae,boltz_iptm,boltz_binder_plddt,af2_ipsae,af2_iptm,af2_binder_plddt
2GDZ_top20_00,2GDZ,top20,74,-0.8826909065246582,0.012881400994956493,0.3951912820339203,53.82533645629883,0.0,0.16102422028779984,32.588687896728516
2GDZ_top20_01,2GDZ,top20,74,-0.9021312713623046,0.5020076632499695,0.7882806062698364,69.6295394897461,0.0,0.14796535298228264,28.837974548339844
2GDZ_top20_02,2GDZ,top20,74,-0.9049340009689331,0.01180002000182867,0.38595128059387207,68.5313720703125,0.0,0.14403042197227478,30.53152084350586
2GDZ_top20_03,2GDZ,top20,74,-0.8773465931415558,0.5704596638679504,0.8310582041740417,55.23580551147461,0.0,0.13596150279045105,28.466903686523438
2GDZ_top20_04,2GDZ,top20,82,-0.8951859891414642,0.01362538617104292,0.4464475214481354,45.38958740234375,0.0,0.1535199135541916,36.93964385986328
2GDZ_top20_05,2GDZ,top20,82,-0.8960298061370849,0.0,0.2212284803390503,48.133323669433594,0.0,0.16202401369810104,38.31643295288086
2GDZ_top20_06,2GDZ,top20,82,-0.8967511296272278,0.0,0.28541895747184753,44.62930679321289,0.0,0.15169254690408707,39.140438079833984
2GDZ_top20_07,2GDZ,top20,82,-0.9009199798107147,0.0,0.22645969688892365,42.5884895324707,0.0,0.14086494222283363,35.17477035522461
2GDZ_top20_08,2GDZ,top20,76,-0.8776834785938263,0.7718889117240906,0.8602399230003357,68.19926452636719,0.0,0.14939820021390915,52.77136421203613
2GDZ_top20_09,2GDZ,top20,73,-0.9024112403392792,0.36971303820610046,0.741265594959259,69.92555236816406,0.0,0.14176831394433975,30.479434967041016
2GDZ_top20_10,2GDZ,top20,77,-0.8810178101062774,0.32193121314048767,0.7226837277412415,58.9882926940918,0.005454040598124266,0.13364392891526222,28.55928897857666
2GDZ_top20_11,2GDZ,top20,74,-0.8774056375026703,0.48158085346221924,0.7898050546646118,50.5232048034668,0.005647771991789341,0.16436955332756042,33.09164810180664
2GDZ_top20_12,2GDZ,top20,74,-0.8535730838775635,0.0,0.23157764971256256,56.324501037597656,0.007958073168992996,0.15324505418539047,37.30887413024902
2GDZ_top20_13,2GDZ,top20,77,-0.8861637055873871,0.027967214584350586,0.5292088985443115,60.10614776611328,0.0,0.1358249932527542,29.526533126831055
2GDZ_top20_14,2GDZ,top20,73,-0.902984893321991,0.011197490617632866,0.3738003373146057,54.261268615722656,0.005861509125679731,0.15705115348100662,35.037821769714355
2GDZ_random_15,2GDZ,random,60,-0.05423663854598999,0.0,0.32908815145492554,50.32081604003906,0.0,0.17418884485960007,52.9625186920166
2GDZ_random_16,2GDZ,random,82,-0.8957405686378479,0.012702403590083122,0.4364548623561859,46.7634162902832,0.0,0.15866132825613022,45.52153396606445
2GDZ_random_17,2GDZ,random,74,-0.896265172958374,0.0,0.29684358835220337,48.256622314453125,0.007882097736001015,0.16471204161643982,36.62543296813965
2GDZ_random_18,2GDZ,random,74,-0.8767589151859283,0.0,0.3556758761405945,41.971412658691406,0.0,0.13483985140919685,28.062740325927734
2GDZ_random_19,2GDZ,random,58,-0.21028854846954348,0.0,0.13573184609413147,70.8767318725586,0.0,0.10997017472982407,48.30890655517578
2GDZ_random_20,2GDZ,random,58,-0.1941865488886833,0.0,0.1594049334526062,50.4278450012207,0.0,0.10446258634328842,85.53293228149414
2GDZ_random_21,2GDZ,random,51,-0.04344470202922821,0.0,0.2165912687778473,34.823570251464844,0.0,0.14941003918647766,42.27033805847168
2GDZ_random_22,2GDZ,random,82,-0.8971695899963379,0.0,0.222491055727005,44.889713287353516,0.0,0.15678387880325317,39.29491424560547
2GDZ_random_23,2GDZ,random,49,-0.03316314816474915,0.012929486110806465,0.4806935489177704,31.942819595336914,0.007108674384653568,0.1949009746313095,35.63994216918945
2GDZ_random_24,2GDZ,random,99,-0.2411579042673111,0.11065661162137985,0.5384987592697144,64.36292266845703,0.0,0.11724456399679184,75.89321899414062
2GDZ_random_25,2GDZ,random,32,-0.037179899215698246,0.012755408883094788,0.584823489189148,41.762901306152344,0.0,0.1293131411075592,34.01097106933594
2GDZ_random_26,2GDZ,random,48,-0.054654049873352054,0.361865371465683,0.6475148797035217,52.27006149291992,0.0,0.12477674335241318,53.393043518066406
2GDZ_random_27,2GDZ,random,101,-0.20807762444019318,0.0,0.21835991740226746,60.91997528076172,0.0,0.11340241879224777,69.45124053955078
2GDZ_random_28,2GDZ,random,107,-0.04972236752510071,0.012807576917111874,0.34991809725761414,64.80156707763672,0.3549927771091461,0.4515743553638458,59.66918182373047
2GDZ_random_29,2GDZ,random,104,-0.13862055689096453,0.04795379936695099,0.42363494634628296,66.03111267089844,0.4032326638698578,0.49089719355106354,61.01387596130371
1TNF_TNF_alpha_top20_00,1TNF_TNF_alpha,top20,55,-0.7595133304595947,0.03577619045972824,0.4269619882106781,53.044219970703125,0.0,0.159705750644207,53.62786102294922
1TNF_TNF_alpha_top20_01,1TNF_TNF_alpha,top20,55,-0.6828111231327056,0.05803544446825981,0.5123850107192993,47.58078384399414,0.008476854301989079,0.1892687901854515,45.724029541015625
1TNF_TNF_alpha_top20_02,1TNF_TNF_alpha,top20,162,-0.5955107986927033,0.0,0.3151487708091736,51.54580307006836,0.0,0.11405923962593079,32.88779926300049
1TNF_TNF_alpha_top20_03,1TNF_TNF_alpha,top20,121,-0.6075154721736908,0.0,0.30568012595176697,79.88062286376953,0.0,0.10823580622673035,32.0929594039917
1TNF_TNF_alpha_top20_04,1TNF_TNF_alpha,top20,129,-0.621201503276825,0.0,0.27376222610473633,76.04148864746094,0.0,0.12073156982660294,28.744417190551758
1TNF_TNF_alpha_top20_05,1TNF_TNF_alpha,top20,129,-0.6856768429279327,0.0,0.2486412674188614,76.02428436279297,0.0,0.13231810927391052,34.404306411743164
1TNF_TNF_alpha_top20_06,1TNF_TNF_alpha,top20,55,-0.6553723275661468,0.015016390010714531,0.4670764207839966,34.15095901489258,0.0,0.12453750148415565,45.93278121948242
1TNF_TNF_alpha_top20_07,1TNF_TNF_alpha,top20,55,-0.6082792639732361,0.33194223046302795,0.7394030094146729,48.69611740112305,0.0,0.14351525530219078,49.40246391296387
1TNF_TNF_alpha_top20_08,1TNF_TNF_alpha,top20,55,-0.7366754949092865,0.013307446613907814,0.38218820095062256,45.30121612548828,0.00934212189167738,0.2698674350976944,54.54746437072754
1TNF_TNF_alpha_top20_09,1TNF_TNF_alpha,top20,55,-0.7419567942619324,0.010845602490007877,0.2574676275253296,37.94308090209961,0.0,0.1394905485212803,52.18036651611328
1TNF_TNF_alpha_top20_10,1TNF_TNF_alpha,top20,162,-0.6019622325897217,0.011552045121788979,0.46280092000961304,44.729835510253906,0.0,0.11390839517116547,33.58513832092285
1TNF_TNF_alpha_top20_11,1TNF_TNF_alpha,top20,55,-0.7401859402656555,0.3505818843841553,0.7104507088661194,59.88307571411133,0.0,0.12735293805599213,53.48818778991699
1TNF_TNF_alpha_top20_12,1TNF_TNF_alpha,top20,162,-0.6039282083511353,0.0,0.1359969675540924,37.59119415283203,0.0,0.1126486174762249,29.811779975891113
1TNF_TNF_alpha_top20_13,1TNF_TNF_alpha,top20,121,-0.6064933240413666,0.0,0.22314606606960297,78.83969116210938,0.0,0.10482468456029892,35.684919357299805
1TNF_TNF_alpha_top20_14,1TNF_TNF_alpha,top20,121,-0.532161432504654,0.047251664102077484,0.5159003138542175,85.93524169921875,0.0,0.11977159231901169,33.58713912963867
1TNF_TNF_alpha_random_15,1TNF_TNF_alpha,random,115,-0.23523860275745392,0.012056314386427402,0.33948948979377747,88.78781127929688,0.0,0.08555568009614944,69.23873329162598
1TNF_TNF_alpha_random_16,1TNF_TNF_alpha,random,44,-0.03364138007164002,0.014425714500248432,0.41319385170936584,45.98649215698242,0.007851488888263702,0.12797081097960472,46.175676345825195
1TNF_TNF_alpha_random_17,1TNF_TNF_alpha,random,129,-0.675930655002594,0.0,0.29083549976348877,69.46358489990234,0.0,0.12933683395385742,34.88443946838379
1TNF_TNF_alpha_random_18,1TNF_TNF_alpha,random,47,-0.038931342959403994,0.25016358494758606,0.6148824095726013,41.841575622558594,0.00803079642355442,0.1410267911851406,48.19392967224121
1TNF_TNF_alpha_random_19,1TNF_TNF_alpha,random,129,-0.07898696660995484,0.0,0.23445826768875122,85.47467041015625,0.0,0.12140821665525436,27.885889053344727
1TNF_TNF_alpha_random_20,1TNF_TNF_alpha,random,82,-0.06683724522590638,0.01201281975954771,0.33158114552497864,40.89212417602539,0.01321827806532383,0.11851956695318222,40.84718894958496
1TNF_TNF_alpha_random_21,1TNF_TNF_alpha,random,121,-0.574320662021637,0.03856305405497551,0.5066527128219604,80.75701904296875,0.0,0.1048203818500042,32.975850105285645
1TNF_TNF_alpha_random_22,1TNF_TNF_alpha,random,121,-0.08596498966217042,0.0,0.21646276116371155,91.37838745117188,0.0,0.1226840689778328,39.7512149810791
1TNF_TNF_alpha_random_23,1TNF_TNF_alpha,random,129,-0.6128342747688293,0.0,0.3150884807109833,83.77500915527344,0.0,0.12683043628931046,32.291791915893555
1TNF_TNF_alpha_random_24,1TNF_TNF_alpha,random,198,-0.0642044484615326,0.0,0.2059677243232727,78.77854919433594,0.0,0.13175605237483978,33.02414608001709
1TNF_TNF_alpha_random_25,1TNF_TNF_alpha,random,156,-0.1738719403743744,0.01306768599897623,0.29814413189888,71.0150146484375,0.0,0.11487298458814621,32.73881435394287
1TNF_TNF_alpha_random_26,1TNF_TNF_alpha,random,53,-0.032666760683059695,0.1804555505514145,0.5880408883094788,38.07755661010742,0.0,0.12897077947854996,36.788198471069336
1TNF_TNF_alpha_random_27,1TNF_TNF_alpha,random,82,-0.05615867972373963,0.4642880856990814,0.8279613852500916,53.240203857421875,0.0,0.09891577810049057,54.74142074584961
1TNF_TNF_alpha_random_28,1TNF_TNF_alpha,random,127,-0.05685586333274842,0.012112154625356197,0.428554505109787,62.404239654541016,0.0,0.11073865741491318,32.32365417480469
1TNF_TNF_alpha_random_29,1TNF_TNF_alpha,random,87,-0.028487136960029604,0.6320379376411438,0.8180344700813293,36.48821258544922,0.008957729674875736,0.14872082322835922,33.94120502471924
1YCR_MDM2_top20_00,1YCR_MDM2,top20,170,-0.5591836750507355,0.0,0.46265625953674316,90.75025177001953,0.0,0.0806693434715271,48.927310943603516
1YCR_MDM2_top20_01,1YCR_MDM2,top20,129,-0.45402246713638306,0.0,0.14427760243415833,29.836374282836914,0.0,0.09772235155105591,36.19525146484375
1YCR_MDM2_top20_02,1YCR_MDM2,top20,57,-0.6207500100135803,0.284560889005661,0.5037817358970642,54.42957305908203,0.31101183593273163,0.6055917590856552,49.34804153442383
1YCR_MDM2_top20_03,1YCR_MDM2,top20,121,-0.6935060501098633,0.0,0.18646253645420074,34.568450927734375,0.0,0.11187901347875595,33.07108020782471
1YCR_MDM2_top20_04,1YCR_MDM2,top20,121,-0.7085636377334594,0.012749480083584785,0.32729771733283997,36.61797332763672,0.0,0.10414270684123039,36.43546676635742
1YCR_MDM2_top20_05,1YCR_MDM2,top20,45,-0.4233981519937515,0.6060677170753479,0.7471327185630798,56.0502815246582,0.015238864347338676,0.15661043673753738,39.67244911193848
1YCR_MDM2_top20_06,1YCR_MDM2,top20,101,-0.611557912826538,0.0,0.3707427382469177,91.15705871582031,0.0,0.08314912021160126,34.7723331451416
1YCR_MDM2_top20_07,1YCR_MDM2,top20,57,-0.5909560233354568,0.22500024735927582,0.6051132082939148,45.47480773925781,0.2549675740301609,0.48311804234981537,44.882951736450195
1YCR_MDM2_top20_08,1YCR_MDM2,top20,121,-0.6854160308837891,0.0,0.1787753701210022,32.35081481933594,0.0,0.11077799648046494,35.6668586730957
1YCR_MDM2_top20_09,1YCR_MDM2,top20,57,-0.609811070561409,0.01424796599894762,0.2640511393547058,38.387657165527344,0.48614807426929474,0.7167502343654633,54.007673263549805
1YCR_MDM2_top20_10,1YCR_MDM2,top20,121,-0.6634616613388061,0.1830398291349411,0.6218667030334473,82.83589935302734,0.0,0.10647975280880928,35.41069793701172
1YCR_MDM2_top20_11,1YCR_MDM2,top20,121,-0.546074515581131,0.019915910437703133,0.36624589562416077,87.66422271728516,0.0,0.08787203952670097,34.155945777893066
1YCR_MDM2_top20_12,1YCR_MDM2,top20,57,-0.5943696558475494,0.0669400691986084,0.44907084107398987,42.267784118652344,0.1947207534685731,0.4273149371147156,45.02308464050293
1YCR_MDM2_top20_13,1YCR_MDM2,top20,101,-0.49705979228019714,0.0,0.3263804614543915,89.88027954101562,0.0,0.08567772805690765,34.2216796875
1YCR_MDM2_top20_14,1YCR_MDM2,top20,49,-0.43249234557151794,0.33651769161224365,0.6394199132919312,45.504642486572266,0.018417557701468468,0.18445663899183273,43.686452865600586
1YCR_MDM2_random_15,1YCR_MDM2,random,92,-0.08942787051200868,0.0,0.22051142156124115,88.75408172607422,0.0,0.06595711410045624,81.54520034790039
1YCR_MDM2_random_16,1YCR_MDM2,random,129,-0.42698970437049866,0.0,0.18762840330600739,31.234315872192383,0.0,0.09656030312180519,33.87020301818848
1YCR_MDM2_random_17,1YCR_MDM2,random,128,-0.08780923262238503,0.013828570023179054,0.41140052676200867,61.41944885253906,0.0,0.0965912938117981,29.51050853729248
1YCR_MDM2_random_18,1YCR_MDM2,random,101,-0.093796025775373,0.011215215548872948,0.32847586274147034,82.7948226928711,0.0,0.08124291710555553,33.35409927368164
1YCR_MDM2_random_19,1YCR_MDM2,random,129,-0.3655681908130646,0.012284412048757076,0.3140888512134552,34.977169036865234,0.0,0.10171815752983093,34.54296684265137
1YCR_MDM2_random_20,1YCR_MDM2,random,204,-0.04607018828392029,0.0,0.1831514835357666,52.01609420776367,0.0,0.13173409178853035,41.70867919921875
1YCR_MDM2_random_21,1YCR_MDM2,random,82,-0.24126142561435698,0.0,0.0736745223402977,46.587493896484375,0.0,0.06501683965325356,46.54299545288086
1YCR_MDM2_random_22,1YCR_MDM2,random,57,-0.03958379626274109,0.014875052496790886,0.4289560914039612,39.423973083496094,0.0,0.06836774200201035,40.63063621520996
1YCR_MDM2_random_23,1YCR_MDM2,random,72,-0.04113644659519196,0.0,0.10946570336818695,35.92827606201172,0.0,0.06852759420871735,40.75165939331055
